utt,spk,asr,cond,cer,hyp
p00_u15,p00,whisper-small,hyb_tapsLow_ceHigh,0.4000,앞서 원주시는 지난해 5월 139.2km에 달하는 지약산 둘렛길 11개 코스 전 구간을 개통했다.
p00_u15,p00,whisper-small,hyb_ceLow_tapsHigh,0.3385,앞서 원주 씨는 지난해 5월 139자 미키로미터에 달하는 지약산 둘레길 11개 코스 전 구간을 개통했다.
p00_u16,p00,mms-1b-all,no_se,0.3000,이는 등산로 색결 인도 부길 외길 마길등 귀존의 길를 연겨하고 태로운 길를 내어 자음은 도부 여행끼리다
p00_u16,p00,mms-1b-all,taps,0.2333,이는 등산로 색길 인도 듣길 옛길 마학길등 기존의 길을 영겨라고 새로운 길을 내어 다음은 도부 여행 끼리다
p00_u16,p00,mms-1b-all,enc5,0.2500,이는 등산로 백길 인노 듣길 옛길 마길등 기존의 길을 영겨라고 새로운 길를 내어 다음은 도보 여행 끼리다
p00_u16,p00,mms-1b-all,ce0,0.2000,이는 등산로 색길 임도 북길 옛길 마학길등 기존의 길을 영겨하고 새로운 지을 내어 다음은 도보 여행 끼리다
p00_u16,p00,mms-1b-all,ce10,0.2667,이는 등산로 백길 임독 북길 옛길 마길등 기존낸 길를 영결하고 채로은 길를 내어 다음은 토보 여행끼리다
p00_u16,p00,xlsr-korean,no_se,0.5000,은는 동 한로 팩을 은동 둑을 을 마흔당 공변에 그을 연변하후 새로운균을 내어 다능면 보부와행글이다
p00_u16,p00,xlsr-korean,taps,0.3000,이는 동상노 책끼 인도 두일 얘릴 마약길 등 기전의 길을 연결하고 새로운 기을 내어 다름은 도부여행끼이다
p00_u16,p00,xlsr-korean,enc5,0.2833,이는 동상노 백일 인도 둑일 얘길 마약길 등 기전에 기을 연결하고 새로운 기을 내어 다름은 도부 여행끼이다
p00_u16,p00,xlsr-korean,ce0,0.2833,이는 동산로 책질 인도 뚝일 얘길 마약길 등 기전에 기을 연결하고 새로운 지을 내어 다름은 도부여행끼이다
p00_u16,p00,xlsr-korean,ce10,0.3667,이는 동상로 핵질 인도 욕일 얘질 마 등 의변에 글을 연결하고 새로운길을 내어 가능은 토부 여행깁이다
p00_u16,p00,whisper-small,taps,0.2667,"있는 등살로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부여행길이다."
p00_u16,p00,whisper-small,ce10,0.1500,"있는 등살로 핵길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다"
p00_u16,p00,whisper-small,taps_notch,0.2667,"있는 등살로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부여행길이다."
p00_u16,p00,whisper-small,ce10_notch,0.1500,"있는 등살로 핵길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다"
p00_u16,p00,whisper-small,taps_lpf4k,0.2500,"있는 등살로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부 여행길이다."
p00_u16,p00,whisper-small,ce10_lpf4k,0.2000,"있는 등살로 핵길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도부여행길이다."
p00_u16,p00,whisper-small,hyb_tapsLow_ceHigh,0.2500,"있는 등산로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부여행길이다."
p00_u16,p00,whisper-small,hyb_ceLow_tapsHigh,0.1833,"있는 등살로, 색길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다."
p00_u17,p00,mms-1b-all,no_se,0.4493,흔창군 최육회가 주체하고 흔창군 베드민터 옆패가 주간의 연린 제 11의 순찬 고출 장배의 정국 베드민터배회가 성황리에 말을 내롭다
p00_u17,p00,mms-1b-all,taps,0.4058,순창군 체육회가 주체 하고 순창군 베드민터 옆패가 주간의 연린 대시 1의 순찬 고출장배 정국 베드민터대획가 청황위에 막을 내렸다
p00_u17,p00,mms-1b-all,enc5,0.3768,순창군 체육회가 주체하고 순창군 베드민터 옆패가 주간의 연린 개시 미의 순창 고출장배 정국 베드민터 대획가 성황령에 막을 내렸다
p00_u17,p00,mms-1b-all,ce0,0.3913,순창군 체육회가 주체하고 순창군 베드민터 옆패가 주간의 연린 제시 1 순찬 고출장배 정국 베드민터 대획가 성황위에 막을 내졌다
p00_u17,p00,mms-1b-all,ce10,0.4348,순창군 체육회가 주체 하고 순착군 베드민터 몇패과 주간의 연린 제시 1의 순창 고출장매 정국 베음민터 대회가 청황령에 막을 내렸다
p00_u17,p00,xlsr-korean,no_se,0.5507,출탁문 태이페가 주최하고 출탄금 베둥림탄협회가 분반해 열린 백 급몰에 출탄 고틀장에 점금베응림칸 대회가 상황이에 만을 내렸다
p00_u17,p00,xlsr-korean,taps,0.2899,순창군 체유회가 주최하고 순천군 베르민터협회가 주반에 열린 대십 일 일 순천 고출장배 전국 베드민터대회가 상황리에막을 내렸다
p00_u17,p00,xlsr-korean,enc5,0.3478,순창군 체유결가 주최하고 순천군 베리민턴협회가 주가에 열린 백십 일 일 순천 고주장매 전국 대리민터대회가 상항미에막을 내렸다
p00_u17,p00,xlsr-korean,ce0,0.2319,순창군 체육회가 주최하고 순창군 새드민터협회가 주반에 열린 제십 일 일 순천 고출장배 전국 베드민턴대회가 상황이에막을 내렸다
p00_u17,p00,xlsr-korean,ce10,0.4203,현창군 새롭회가 주퇴하고 신천군 베드민탄여평가 불가능 열린 백 십 일 에 순상 고천장배 전국 베민턴대회과 현망능막을 내렸났다
p00_u17,p00,whisper-small,taps,0.2464,"순창군 체육회가 주최하고, 순창군 배드민턴협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다."
p00_u17,p00,whisper-small,ce10,0.2464,순창군 체육회가 주최하고 순창군 배드민턴 협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 성악민의 막을 내렸다
p00_u17,p00,whisper-small,taps_notch,0.2464,"순창군 체육회가 주최하고, 순창군 배드민턴협회가 주간에 열린 게시 미래 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다."
p00_u17,p00,whisper-small,ce10_notch,0.2174,순창군 체육회가 주최하고 순창군 배드민턴 협회가 주간에 열린 제12회 순창 고추장배 전국 배드민턴 대회가 성황민의 막을 내렸다
p00_u17,p00,whisper-small,taps_lpf4k,0.2174,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 제12회 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다.
p00_u17,p00,whisper-small,ce10_lpf4k,0.2319,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 대시 미래 순창 고추장배 전국 배드민턴 대회가 성악민의 막을 내렸다
p00_u17,p00,whisper-small,hyb_tapsLow_ceHigh,0.2464,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 제12회 순창 고추장배의 전국 배드민턴 대회가 성악민의 막을 내렸다.
p00_u17,p00,whisper-small,hyb_ceLow_tapsHigh,0.2754,"순창군 체육회가 주최하고, 순창군 배드민턴협회가 주간에 열린 게시 미래 순창 고추장배 전국 배드민턴 대회가 청왕민의 막을 내렸다."
p00_u18,p00,mms-1b-all,no_se,0.2989,순상 중민 체육센서등 회개 우장에서 절라북더와 순상군의 후원에 지난 류일부터 이틀동안 열린 대외는 예산보다 많은 일천 여망의 참가의 응기를 실각해 했다
p00_u18,p00,mms-1b-all,taps,0.2529,순창 국민 체육센터등 세계구장에서 절라북또와 순찬군이 후원에 지난 6일부터 이틀동안 열린 대외는 예상보자 많은 1천 여망이 참가에 응기를 실각해 했다
p00_u18,p00,mms-1b-all,enc5,0.2759,순찬 국민 체육센터등 세일구장에서 절라북또와 순찬군이 후원에 지난 6일부터 이틀종안 연린 대회는 예상보자 많은 1천 여망이 참가에 응기를 실각해 했다
p00_u18,p00,mms-1b-all,ce0,0.2874,순찬 국민 체육센터등 세계구장에서 절라북또와 순찬군이 후원에 지난 6일부터 이틀종안 연린대회는 예상보자 많은 1천 여망이 참가에 응기를 실각해 했다
p00_u18,p00,mms-1b-all,ce10,0.3333,순찬 국민 체육센처등 회기구장에서 전라북또와 순찬군이 후원에 귀난 6일부터 2필동안 연린대회는 예상부다 많은 1천 여명 참가에 응개를 실각해 했다
p00_u18,p00,xlsr-korean,no_se,0.4138,출타 국민태극판 등 해균인장에서 단남문동와 순탁이네 후원해 비난 육 일부터 이동안 열린터회는 예상구남 안은 일판 여명의 평가의 응기를 측감해했다
p00_u18,p00,xlsr-korean,taps,0.2069,순천 국민체 육센터 등 세계 무장에서 전라북도와 순천군이 후원에 지난 육 일부터 이틀 동안 열림터에는 예상보자관은 일 천 여명이 참가해 응기를 실감해했다
p00_u18,p00,xlsr-korean,enc5,0.1724,순천 국민체 육센터 등 세계 구장에서 전라북도와 순천군이 후원을 지난 육 일부터 이틀 종안 열린대에는 예상보자 관은 일 천 여명이 참가해 응기를 실감해했다
p00_u18,p00,xlsr-korean,ce0,0.2184,순천 국민체육센터 등 세계 무장에서 전라북도와 순천군이 후원에 지난 육 일부터 이틀 중한 열림세에는 예상보자관은 일 천 여명이 참가해 응기를 실감해했다
p00_u18,p00,xlsr-korean,ce10,0.2414,순상 국민퇴육센터 등 해계무장에서 전라북도와 순상군이 후원해 지난 육 일부터 이을동안 열린대회는 예상보다 많은 일천 여명 찬가의 응비를 실강해했다
p00_u18,p00,whisper-small,taps,0.1494,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u18,p00,whisper-small,ce10,0.1724,순창 국민체육센터 등 해외구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명 참가에 은기를 실광케 했다
p00_u18,p00,whisper-small,taps_notch,0.1609,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u18,p00,whisper-small,ce10_notch,0.1494,순창국민체육센터 등 해외구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명 참가에 은기를 실감케 했다
p00_u18,p00,whisper-small,taps_lpf4k,0.1609,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀동안 열린 대회는 예상보자 많은 1천여 명이 참가해 음기를 실광케 했다.
p00_u18,p00,whisper-small,ce10_lpf4k,0.1724,순창 국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명 참가에 은기를 실광케 했다.
p00_u18,p00,whisper-small,hyb_tapsLow_ceHigh,0.1379,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 음기를 실광케 했다.
p00_u18,p00,whisper-small,hyb_ceLow_tapsHigh,0.1609,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u19,p00,mms-1b-all,no_se,0.3704,특기 창가한 손수는 모두 두의 인으로 열양별 성별 경기 방식겠 따라 7찍개료로 나누 전계가 제향했다
p00_u19,p00,mms-1b-all,taps,0.2963,크기 참가한 손수는 모두 통의인으로 열령별 상별 경기 방식에 따라 친찍개교로 나너 병기가 지행했다
p00_u19,p00,mms-1b-all,enc5,0.2778,끝기 창가한 순수는 모두 통원인으로 열령별 상별 경기 방식에 따라 친식개조로 나너 경기가 지행듣다
p00_u19,p00,mms-1b-all,ce0,0.2593,특히 참가한 손수는 모두 통의인으로 열령별 상별 병기 방식에 따라 친식개조로 나너 병기가 지행졌다
p00_u19,p00,mms-1b-all,ce10,0.2037,특히 참가운 선수는 모두 통원인으로 연령별 성별 경기 방식에 따라 7찍개조로 나너 경기가 지형했다
p00_u19,p00,xlsr-korean,no_se,0.5741,들 탄광 선수는 모든 포우 일나후 면락별 별 병기 발식겠다마 실 빛으로 나는 변교가 태양됐다
p00_u19,p00,xlsr-korean,taps,0.2037,특히 참가 선수는 모두 동모인으로 열량별 상별 경기 방식에 따라 칠십위주로 나는 경계가 진행됐다
p00_u19,p00,xlsr-korean,enc5,0.1667,특히 참가 선수는 모두 동모인으로 열락별 성별 경기 방식에 따라 칠십규주로 나눠 경계가 진행됐다
p00_u19,p00,xlsr-korean,ce0,0.2222,특히 참가 선수는 모두 동모인으로 열락별 삼별 경기 방식에 따라 실십위주로 나는 경계가 진행됐다
p00_u19,p00,xlsr-korean,ce10,0.2037,특히 참감 선수는 모두 동은인으로 열령별 삼별 경비방식에 따라 실십 제주로 나는 경고가 진행됐다
p00_u19,p00,whisper-small,taps,0.2037,"특히 이 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
p00_u19,p00,whisper-small,ce10,0.1296,"특히 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 실집개조로 나눠 경기가 진행됐다"
p00_u19,p00,whisper-small,taps_notch,0.2037,"특히 이 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
p00_u19,p00,whisper-small,ce10_notch,0.1296,"특히 참가한 선수는 모두 동의인으로 연령별, 성별, 경기 방식에 따라 실집개조로 나눠 경기가 진행됐다"
p00_u19,p00,whisper-small,taps_lpf4k,0.1852,"특히 이 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
p00_u19,p00,whisper-small,ce10_lpf4k,0.1481,"특히 참가한 선수는 모두 동의인으로 연령별, 성별, 경기 방식에 따라 70개조로 나눠 경기가 진행됐다."
p00_u19,p00,whisper-small,hyb_tapsLow_ceHigh,0.1667,"특히 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
p00_u19,p00,whisper-small,hyb_ceLow_tapsHigh,0.1481,"특히 참가한 선수는 모두 동의인으로 연령별, 성별, 경기 방식에 따라 70개조로 나눠 경기가 진행됐다."
